Date,Time,Bus_Stop_Name,Bus_Stop_ID,Route_ID,Passengers_Boarded,Passengers_Left_Behind,Bus_Capacity,Occupancy_Percent,Avg_Waiting_Time_Mins,Traffic_Congestion_Level,Weather,Special_Events_Nearby,Recommended_Buses
2024-10-15,08:00,Koli Farm Gate,KFG301,365J,45,0,60,74,6,Medium,Clear,0,1
2024-10-15,08:00,K.R. Circle,KRC201,365J,52,0,60,43,8,Medium,Clear,0,2
2024-10-15,08:00,Maharani College,MHC101,365J,33,0,60,54,5,Medium,Clear,0,1
2024-10-15,09:00,AMC College,AMC601,365J,35,0,60,58,11,High,Clear,0,1
2024-10-15,09:00,Bannerghatta Circle,BGC501,365J,40,0,60,66,13,High,Clear,0,1
2024-10-15,09:00,Gottigere,GOT401,365J,31,0,60,51,10,High,Clear,0,1
2024-10-15,09:00,Kempegowda Bus Station (Majestic),KBS001,365J,41,0,60,68,13,High,Clear,0,1
2024-10-15,09:00,Koli Farm Gate,KFG301,365J,31,0,60,51,8,High,Clear,0,1
2024-10-15,09:00,K.R. Circle,KRC201,365J,41,0,60,68,13,High,Clear,0,1
2024-10-15,09:00,Maharani College,MHC101,365J,39,0,60,65,12,High,Clear,0,1
2024-10-15,10:00,AMC College,AMC601,365J,23,0,60,39,6,Medium,Clear,0,1
2024-10-15,10:00,Bannerghatta Circle,BGC501,365J,29,0,60,48,6,Medium,Clear,0,1
2024-10-15,10:00,Gottigere,GOT401,365J,18,0,60,31,5,Medium,Clear,0,1
2024-10-15,10:00,Kempegowda Bus Station (Majestic),KBS001,365J,34,0,60,57,8,Medium,Clear,0,1
2024-10-15,10:00,Koli Farm Gate,KFG301,365J,19,0,60,32,6,Medium,Clear,0,1
2024-10-15,10:00,K.R. Circle,KRC201,365J,34,0,60,56,9,Medium,Clear,0,1
2024-10-15,10:00,Maharani College,MHC101,365J,23,0,60,38,7,Medium,Clear,0,1
2024-10-15,11:00,AMC College,AMC601,365J,18,0,60,30,7,Medium,Clear,0,1
2024-10-15,11:00,Bannerghatta Circle,BGC501,365J,18,0,60,31,7,Medium,Clear,0,1
2024-10-15,11:00,Gottigere,GOT401,365J,12,0,60,20,7,Medium,Clear,0,1
2024-10-15,11:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,35,9,Medium,Clear,0,1
2024-10-15,11:00,Koli Farm Gate,KFG301,365J,14,0,60,23,9,Medium,Clear,0,1
2024-10-15,11:00,K.R. Circle,KRC201,365J,22,0,60,37,7,Medium,Clear,0,1
2024-10-15,11:00,Maharani College,MHC101,365J,20,0,60,33,3,Medium,Clear,0,1
2024-10-15,12:00,AMC College,AMC601,365J,11,0,60,19,7,Medium,Clear,0,1
2024-10-15,12:00,Bannerghatta Circle,BGC501,365J,15,0,60,25,7,Medium,Clear,0,1
2024-10-15,12:00,Gottigere,GOT401,365J,14,0,60,24,6,Medium,Clear,0,1
2024-10-15,12:00,Kempegowda Bus Station (Majestic),KBS001,365J,17,0,60,29,7,Medium,Clear,0,1
2024-10-15,12:00,Koli Farm Gate,KFG301,365J,12,0,60,20,9,Medium,Clear,0,1
2024-10-15,12:00,K.R. Circle,KRC201,365J,15,0,60,25,8,Medium,Clear,0,1
2024-10-15,12:00,Maharani College,MHC101,365J,16,0,60,27,8,Medium,Clear,0,1
2024-10-15,13:00,AMC College,AMC601,365J,13,0,60,22,6,Medium,Clear,0,1
2024-10-15,13:00,Bannerghatta Circle,BGC501,365J,14,0,60,23,9,Medium,Clear,0,1
2024-10-15,13:00,Gottigere,GOT401,365J,9,0,60,14,10,Medium,Clear,0,1
2024-10-15,13:00,Kempegowda Bus Station (Majestic),KBS001,365J,18,0,60,31,9,Medium,Clear,0,1
2024-10-15,13:00,Koli Farm Gate,KFG301,365J,13,0,60,21,4,Medium,Clear,0,1
2024-10-15,13:00,K.R. Circle,KRC201,365J,17,0,60,28,7,Medium,Clear,0,1
2024-10-15,13:00,Maharani College,MHC101,365J,14,0,60,24,6,Medium,Clear,0,1
2024-10-15,14:00,AMC College,AMC601,365J,20,0,60,34,9,Medium,Clear,0,1
2024-10-15,14:00,Bannerghatta Circle,BGC501,365J,16,0,60,26,8,Medium,Clear,0,1
2024-10-15,14:00,Gottigere,GOT401,365J,12,0,60,21,7,Medium,Clear,0,1
2024-10-15,14:00,Kempegowda Bus Station (Majestic),KBS001,365J,18,0,60,31,7,Medium,Clear,0,1
2024-10-15,14:00,Koli Farm Gate,KFG301,365J,13,0,60,22,6,Medium,Clear,0,1
2024-10-15,14:00,K.R. Circle,KRC201,365J,19,0,60,31,7,Medium,Clear,0,1
2024-10-15,14:00,Maharani College,MHC101,365J,19,0,60,32,3,Medium,Clear,0,1
2024-10-15,15:00,AMC College,AMC601,365J,20,0,60,33,2,Low,Clear,0,1
2024-10-15,15:00,Bannerghatta Circle,BGC501,365J,22,0,60,37,2,Low,Clear,0,1
2024-10-15,15:00,Gottigere,GOT401,365J,14,0,60,23,5,Low,Clear,0,1
2024-10-15,15:00,Kempegowda Bus Station (Majestic),KBS001,365J,20,0,60,33,6,Low,Clear,0,1
2024-10-15,15:00,Koli Farm Gate,KFG301,365J,17,0,60,28,2,Low,Clear,0,1
2024-10-15,15:00,K.R. Circle,KRC201,365J,30,0,60,50,8,Low,Clear,0,1
2024-10-15,15:00,Maharani College,MHC101,365J,22,0,60,36,5,Low,Clear,0,1
2024-10-15,16:00,AMC College,AMC601,365J,31,0,60,51,4,Low,Clear,0,1
2024-10-15,16:00,Bannerghatta Circle,BGC501,365J,34,0,60,56,2,Low,Clear,0,1
2024-10-15,16:00,Gottigere,GOT401,365J,28,0,60,47,2,Low,Clear,0,1
2024-10-15,16:00,Kempegowda Bus Station (Majestic),KBS001,365J,31,0,60,52,5,Low,Clear,0,1
2024-10-15,16:00,Koli Farm Gate,KFG301,365J,22,0,60,37,5,Low,Clear,0,1
2024-10-15,16:00,K.R. Circle,KRC201,365J,43,0,60,71,4,Low,Clear,0,1
2024-10-15,16:00,Maharani College,MHC101,365J,24,0,60,39,5,Low,Clear,0,1
2024-10-15,17:00,AMC College,AMC601,365J,40,0,60,66,6,Medium,Clear,0,1
2024-10-15,17:00,Bannerghatta Circle,BGC501,365J,46,0,60,76,9,Medium,Clear,0,1
2024-10-15,17:00,Gottigere,GOT401,365J,33,0,60,55,10,Medium,Clear,1,1
2024-10-15,17:00,Kempegowda Bus Station (Majestic),KBS001,365J,42,0,60,70,5,Medium,Clear,0,1
2024-10-15,17:00,Koli Farm Gate,KFG301,365J,40,0,60,66,9,Medium,Clear,0,1
2024-10-15,17:00,K.R. Circle,KRC201,365J,48,0,60,40,10,Medium,Clear,0,2
2024-10-15,17:00,Maharani College,MHC101,365J,33,0,60,56,9,Medium,Clear,0,1
2024-10-15,18:00,AMC College,AMC601,365J,41,0,60,68,11,High,Clear,0,1
2024-10-15,18:00,Bannerghatta Circle,BGC501,365J,41,0,60,68,12,High,Clear,0,1
2024-10-15,18:00,Gottigere,GOT401,365J,28,0,60,46,10,High,Clear,0,1
2024-10-15,18:00,Kempegowda Bus Station (Majestic),KBS001,365J,49,0,60,40,9,High,Clear,0,2
2024-10-15,18:00,Koli Farm Gate,KFG301,365J,38,0,60,64,6,High,Clear,0,1
2024-10-15,18:00,K.R. Circle,KRC201,365J,60,0,60,50,14,High,Clear,0,2
2024-10-15,18:00,Maharani College,MHC101,365J,40,0,60,66,12,High,Clear,0,1
2024-10-15,19:00,AMC College,AMC601,365J,38,0,60,64,7,Medium,Clear,0,1
2024-10-15,19:00,Bannerghatta Circle,BGC501,365J,38,0,60,63,10,Medium,Clear,0,1
2024-10-15,19:00,Gottigere,GOT401,365J,34,0,60,57,8,Medium,Clear,0,1
2024-10-15,19:00,Kempegowda Bus Station (Majestic),KBS001,365J,42,0,60,70,8,Medium,Clear,0,1
2024-10-15,19:00,Koli Farm Gate,KFG301,365J,32,0,60,54,4,Medium,Clear,0,1
2024-10-15,19:00,K.R. Circle,KRC201,365J,50,0,60,41,9,Medium,Clear,0,2
2024-10-15,19:00,Maharani College,MHC101,365J,35,0,60,59,5,Medium,Clear,0,1
2024-10-15,20:00,AMC College,AMC601,365J,31,0,60,51,10,High,Clear,0,1
2024-10-15,20:00,Bannerghatta Circle,BGC501,365J,32,0,60,53,13,High,Clear,0,1
2024-10-15,20:00,Gottigere,GOT401,365J,27,0,60,44,11,High,Clear,0,1
2024-10-15,20:00,Kempegowda Bus Station (Majestic),KBS001,365J,27,0,60,45,12,High,Clear,0,1
2024-10-15,20:00,Koli Farm Gate,KFG301,365J,31,0,60,52,10,High,Clear,0,1
2024-10-15,20:00,K.R. Circle,KRC201,365J,37,0,60,61,10,High,Clear,0,1
2024-10-15,20:00,Maharani College,MHC101,365J,36,0,60,60,10,High,Clear,0,1
2024-10-15,21:00,AMC College,AMC601,365J,22,0,60,37,5,Low,Clear,0,1
2024-10-15,21:00,Bannerghatta Circle,BGC501,365J,21,0,60,34,6,Low,Clear,0,1
2024-10-15,21:00,Gottigere,GOT401,365J,22,0,60,36,3,Low,Clear,0,1
2024-10-15,21:00,Kempegowda Bus Station (Majestic),KBS001,365J,22,0,60,37,3,Low,Clear,0,1
2024-10-15,21:00,Koli Farm Gate,KFG301,365J,20,0,60,33,2,Low,Clear,0,1
2024-10-15,21:00,K.R. Circle,KRC201,365J,25,0,60,41,2,Low,Clear,0,1
2024-10-15,21:00,Maharani College,MHC101,365J,24,0,60,40,7,Low,Clear,0,1
2024-10-15,22:00,AMC College,AMC601,365J,20,0,60,33,4,Low,Clear,0,1
2024-10-15,22:00,Bannerghatta Circle,BGC501,365J,10,0,60,17,4,Low,Clear,0,1
2024-10-15,22:00,Gottigere,GOT401,365J,14,0,60,23,5,Low,Clear,0,1
2024-10-15,22:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,35,3,Low,Clear,0,1
2024-10-15,22:00,Koli Farm Gate,KFG301,365J,13,0,60,22,3,Low,Clear,0,1
2024-10-15,22:00,K.R. Circle,KRC201,365J,19,0,60,32,2,Low,Clear,0,1
2024-10-15,22:00,Maharani College,MHC101,365J,21,0,60,35,6,Low,Clear,0,1
2024-10-16,05:00,AMC College,AMC601,365J,14,0,60,23,7,Medium,Cloudy,0,1
2024-10-16,05:00,Bannerghatta Circle,BGC501,365J,17,0,60,29,7,Medium,Cloudy,0,1
2024-10-16,05:00,Gottigere,GOT401,365J,11,0,60,18,5,Medium,Cloudy,0,1
2024-10-16,05:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,35,9,Medium,Cloudy,0,1
2024-10-16,05:00,Koli Farm Gate,KFG301,365J,21,0,60,35,5,Medium,Cloudy,0,1
2024-10-16,05:00,K.R. Circle,KRC201,365J,24,0,60,40,4,Medium,Cloudy,0,1
2024-10-16,05:00,Maharani College,MHC101,365J,21,0,60,34,3,Medium,Cloudy,0,1
2024-10-16,06:00,AMC College,AMC601,365J,30,0,60,50,6,Low,Cloudy,0,1
2024-10-16,06:00,Bannerghatta Circle,BGC501,365J,26,0,60,44,4,Low,Cloudy,0,1
2024-10-16,06:00,Gottigere,GOT401,365J,18,0,60,30,3,Low,Cloudy,0,1
2024-10-16,06:00,Kempegowda Bus Station (Majestic),KBS001,365J,29,0,60,49,2,Low,Cloudy,0,1
2024-10-16,06:00,Koli Farm Gate,KFG301,365J,19,0,60,31,7,Low,Cloudy,0,1
2024-10-16,06:00,K.R. Circle,KRC201,365J,28,0,60,46,3,Low,Cloudy,0,1
2024-10-16,06:00,Maharani College,MHC101,365J,25,0,60,42,2,Low,Cloudy,0,1
2024-10-16,07:00,AMC College,AMC601,365J,26,0,60,43,10,High,Cloudy,0,1
2024-10-16,07:00,Bannerghatta Circle,BGC501,365J,38,0,60,64,11,High,Cloudy,0,1
2024-10-16,07:00,Gottigere,GOT401,365J,27,0,60,46,11,High,Cloudy,0,1
2024-10-16,07:00,Kempegowda Bus Station (Majestic),KBS001,365J,47,0,60,39,10,High,Cloudy,0,2
2024-10-16,07:00,Koli Farm Gate,KFG301,365J,30,0,60,51,12,High,Cloudy,0,1
2024-10-16,07:00,K.R. Circle,KRC201,365J,38,0,60,64,14,High,Cloudy,0,1
2024-10-16,07:00,Maharani College,MHC101,365J,35,0,60,58,10,High,Cloudy,0,1
2024-10-16,08:00,AMC College,AMC601,365J,36,0,60,60,7,High,Cloudy,0,1
2024-10-16,08:00,Bannerghatta Circle,BGC501,365J,40,0,60,67,10,High,Cloudy,0,1
2024-10-16,08:00,Gottigere,GOT401,365J,28,0,60,46,13,High,Cloudy,0,1
2024-10-16,08:00,Kempegowda Bus Station (Majestic),KBS001,365J,55,0,60,46,11,High,Cloudy,0,2
2024-10-16,08:00,Koli Farm Gate,KFG301,365J,36,0,60,59,12,High,Cloudy,0,1
2024-10-16,08:00,K.R. Circle,KRC201,365J,54,0,60,45,11,High,Cloudy,0,2
2024-10-16,08:00,Maharani College,MHC101,365J,40,0,60,66,9,High,Cloudy,0,1
2024-10-16,09:00,AMC College,AMC601,365J,27,0,60,45,12,High,Cloudy,0,1
2024-10-16,09:00,Bannerghatta Circle,BGC501,365J,36,0,60,61,10,High,Cloudy,0,1
2024-10-16,09:00,Gottigere,GOT401,365J,33,0,60,55,12,High,Cloudy,0,1
2024-10-16,09:00,Kempegowda Bus Station (Majestic),KBS001,365J,42,0,60,71,11,High,Cloudy,0,1
2024-10-16,09:00,Koli Farm Gate,KFG301,365J,30,0,60,50,11,High,Cloudy,0,1
2024-10-16,09:00,K.R. Circle,KRC201,365J,43,0,60,71,13,High,Cloudy,0,1
2024-10-16,09:00,Maharani College,MHC101,365J,30,0,60,49,12,High,Cloudy,0,1
2024-10-16,10:00,AMC College,AMC601,365J,22,0,60,36,2,Low,Cloudy,0,1
2024-10-16,10:00,Bannerghatta Circle,BGC501,365J,21,0,60,35,3,Low,Cloudy,0,1
2024-10-16,10:00,Gottigere,GOT401,365J,17,0,60,28,2,Low,Cloudy,0,1
2024-10-16,10:00,Kempegowda Bus Station (Majestic),KBS001,365J,29,0,60,48,7,Low,Cloudy,0,1
2024-10-16,10:00,Koli Farm Gate,KFG301,365J,20,0,60,33,6,Low,Cloudy,0,1
2024-10-16,10:00,K.R. Circle,KRC201,365J,30,0,60,49,2,Low,Cloudy,0,1
2024-10-16,10:00,Maharani College,MHC101,365J,25,0,60,42,6,Low,Cloudy,0,1
2024-10-16,11:00,AMC College,AMC601,365J,16,0,60,26,10,Medium,Cloudy,0,1
2024-10-16,11:00,Bannerghatta Circle,BGC501,365J,17,0,60,29,8,Medium,Cloudy,0,1
2024-10-16,11:00,Gottigere,GOT401,365J,11,0,60,18,7,Medium,Cloudy,0,1
2024-10-16,11:00,Kempegowda Bus Station (Majestic),KBS001,365J,18,0,60,31,11,Medium,Cloudy,0,1
2024-10-16,11:00,Koli Farm Gate,KFG301,365J,17,0,60,29,3,Medium,Cloudy,0,1
2024-10-16,11:00,K.R. Circle,KRC201,365J,19,0,60,31,8,Medium,Cloudy,0,1
2024-10-16,11:00,Maharani College,MHC101,365J,18,0,60,31,6,Medium,Cloudy,0,1
2024-10-16,12:00,AMC College,AMC601,365J,16,0,60,26,10,Medium,Cloudy,0,1
2024-10-16,12:00,Bannerghatta Circle,BGC501,365J,13,0,60,22,6,Medium,Cloudy,0,1
2024-10-16,12:00,Gottigere,GOT401,365J,11,0,60,18,7,Medium,Cloudy,0,1
2024-10-16,12:00,Kempegowda Bus Station (Majestic),KBS001,365J,16,0,60,27,5,Medium,Cloudy,0,1
2024-10-16,12:00,Koli Farm Gate,KFG301,365J,12,0,60,19,9,Medium,Cloudy,0,1
2024-10-16,12:00,K.R. Circle,KRC201,365J,15,0,60,25,12,Medium,Cloudy,0,1
2024-10-16,12:00,Maharani College,MHC101,365J,14,0,60,23,8,Medium,Cloudy,0,1
2024-10-16,13:00,AMC College,AMC601,365J,12,0,60,20,2,Low,Cloudy,0,1
2024-10-16,13:00,Bannerghatta Circle,BGC501,365J,14,0,60,24,5,Low,Cloudy,0,1
2024-10-16,13:00,Gottigere,GOT401,365J,9,0,60,15,2,Low,Cloudy,0,1
2024-10-16,13:00,Kempegowda Bus Station (Majestic),KBS001,365J,15,0,60,25,3,Low,Cloudy,0,1
2024-10-16,13:00,Koli Farm Gate,KFG301,365J,14,0,60,24,6,Low,Cloudy,0,1
2024-10-16,13:00,K.R. Circle,KRC201,365J,17,0,60,28,4,Low,Cloudy,0,1
2024-10-16,13:00,Maharani College,MHC101,365J,17,0,60,29,2,Low,Cloudy,0,1
2024-10-16,14:00,AMC College,AMC601,365J,12,0,60,21,8,Medium,Cloudy,0,1
2024-10-16,14:00,Bannerghatta Circle,BGC501,365J,15,0,60,25,7,Medium,Cloudy,0,1
2024-10-16,14:00,Gottigere,GOT401,365J,10,0,60,17,9,Medium,Cloudy,0,1
2024-10-16,14:00,Kempegowda Bus Station (Majestic),KBS001,365J,13,0,60,22,6,Medium,Cloudy,0,1
2024-10-16,14:00,Koli Farm Gate,KFG301,365J,12,0,60,19,6,Medium,Cloudy,0,1
2024-10-16,14:00,K.R. Circle,KRC201,365J,21,0,60,35,8,Medium,Cloudy,0,1
2024-10-16,14:00,Maharani College,MHC101,365J,16,0,60,26,9,Medium,Cloudy,0,1
2024-10-16,15:00,AMC College,AMC601,365J,15,0,60,26,6,Medium,Cloudy,0,1
2024-10-16,15:00,Bannerghatta Circle,BGC501,365J,23,0,60,38,8,Medium,Cloudy,0,1
2024-10-16,15:00,Gottigere,GOT401,365J,19,0,60,32,9,Medium,Cloudy,0,1
2024-10-16,15:00,Kempegowda Bus Station (Majestic),KBS001,365J,23,0,60,39,7,Medium,Cloudy,0,1
2024-10-16,15:00,Koli Farm Gate,KFG301,365J,17,0,60,29,6,Medium,Cloudy,0,1
2024-10-16,15:00,K.R. Circle,KRC201,365J,22,0,60,36,7,Medium,Cloudy,0,1
2024-10-16,15:00,Maharani College,MHC101,365J,19,0,60,32,5,Medium,Cloudy,0,1
2024-10-16,16:00,AMC College,AMC601,365J,21,0,60,35,7,Medium,Cloudy,0,1
2024-10-16,16:00,Bannerghatta Circle,BGC501,365J,27,0,60,46,6,Medium,Cloudy,0,1
2024-10-16,16:00,Gottigere,GOT401,365J,26,0,60,43,6,Medium,Cloudy,0,1
2024-10-16,16:00,Kempegowda Bus Station (Majestic),KBS001,365J,34,0,60,56,6,Medium,Cloudy,0,1
2024-10-16,16:00,Koli Farm Gate,KFG301,365J,18,0,60,31,8,Medium,Cloudy,0,1
2024-10-16,16:00,K.R. Circle,KRC201,365J,32,0,60,54,9,Medium,Cloudy,0,1
2024-10-16,16:00,Maharani College,MHC101,365J,29,0,60,48,8,Medium,Cloudy,0,1
2024-10-16,17:00,AMC College,AMC601,365J,38,0,60,63,5,Medium,Cloudy,1,1
2024-10-16,17:00,Bannerghatta Circle,BGC501,365J,35,0,60,58,8,Medium,Cloudy,0,1
2024-10-16,17:00,Gottigere,GOT401,365J,31,0,60,51,5,Medium,Cloudy,0,1
2024-10-16,17:00,Kempegowda Bus Station (Majestic),KBS001,365J,40,0,60,67,10,Medium,Cloudy,0,1
2024-10-16,17:00,Koli Farm Gate,KFG301,365J,26,0,60,44,3,Medium,Cloudy,0,1
2024-10-16,17:00,K.R. Circle,KRC201,365J,41,0,60,69,6,Medium,Cloudy,0,1
2024-10-16,17:00,Maharani College,MHC101,365J,38,0,60,64,6,Medium,Cloudy,0,1
2024-10-16,18:00,AMC College,AMC601,365J,37,0,60,62,14,High,Cloudy,0,1
2024-10-16,18:00,Bannerghatta Circle,BGC501,365J,35,0,60,59,10,High,Cloudy,0,1
2024-10-16,18:00,Gottigere,GOT401,365J,35,0,60,58,11,High,Cloudy,1,1
2024-10-16,18:00,Kempegowda Bus Station (Majestic),KBS001,365J,49,0,60,41,10,High,Cloudy,0,2
2024-10-16,18:00,Koli Farm Gate,KFG301,365J,46,0,60,38,12,High,Cloudy,0,2
2024-10-16,18:00,K.R. Circle,KRC201,365J,47,0,60,39,12,High,Cloudy,0,2
2024-10-16,18:00,Maharani College,MHC101,365J,36,0,60,61,9,High,Cloudy,0,1
2024-10-16,19:00,AMC College,AMC601,365J,33,0,60,55,7,High,Cloudy,1,1
2024-10-16,19:00,Bannerghatta Circle,BGC501,365J,39,0,60,65,9,High,Cloudy,0,1
2024-10-16,19:00,Gottigere,GOT401,365J,29,0,60,49,13,High,Cloudy,0,1
2024-10-16,19:00,Kempegowda Bus Station (Majestic),KBS001,365J,38,0,60,63,9,High,Cloudy,0,1
2024-10-16,19:00,Koli Farm Gate,KFG301,365J,37,0,60,61,12,High,Cloudy,0,1
2024-10-16,19:00,K.R. Circle,KRC201,365J,51,0,60,43,11,High,Cloudy,0,2
2024-10-16,19:00,Maharani College,MHC101,365J,38,0,60,64,11,High,Cloudy,0,1
2024-10-16,20:00,AMC College,AMC601,365J,20,0,60,34,12,High,Cloudy,0,1
2024-10-16,20:00,Bannerghatta Circle,BGC501,365J,28,0,60,47,9,High,Cloudy,0,1
2024-10-16,20:00,Gottigere,GOT401,365J,25,0,60,42,12,High,Cloudy,0,1
2024-10-16,20:00,Kempegowda Bus Station (Majestic),KBS001,365J,43,0,60,71,9,High,Cloudy,0,1
2024-10-16,20:00,Koli Farm Gate,KFG301,365J,25,0,60,41,16,High,Cloudy,0,1
2024-10-16,20:00,K.R. Circle,KRC201,365J,34,0,60,56,13,High,Cloudy,0,1
2024-10-16,20:00,Maharani College,MHC101,365J,23,0,60,39,12,High,Cloudy,0,1
2024-10-16,21:00,AMC College,AMC601,365J,11,0,60,19,7,Medium,Cloudy,0,1
2024-10-16,21:00,Bannerghatta Circle,BGC501,365J,20,0,60,34,8,Medium,Cloudy,0,1
2024-10-16,21:00,Gottigere,GOT401,365J,15,0,60,26,5,Medium,Cloudy,0,1
2024-10-16,21:00,Kempegowda Bus Station (Majestic),KBS001,365J,23,0,60,38,7,Medium,Cloudy,0,1
2024-10-16,21:00,Koli Farm Gate,KFG301,365J,24,0,60,39,9,Medium,Cloudy,0,1
2024-10-16,21:00,K.R. Circle,KRC201,365J,22,0,60,36,6,Medium,Cloudy,0,1
2024-10-16,21:00,Maharani College,MHC101,365J,20,0,60,34,7,Medium,Cloudy,0,1
2024-10-16,22:00,AMC College,AMC601,365J,13,0,60,22,3,Low,Cloudy,0,1
2024-10-16,22:00,Bannerghatta Circle,BGC501,365J,15,0,60,25,6,Low,Cloudy,0,1
2024-10-16,22:00,Gottigere,GOT401,365J,8,0,60,13,5,Low,Cloudy,0,1
2024-10-16,22:00,Kempegowda Bus Station (Majestic),KBS001,365J,13,0,60,22,4,Low,Cloudy,0,1
2024-10-16,22:00,Koli Farm Gate,KFG301,365J,12,0,60,21,3,Low,Cloudy,0,1
2024-10-16,22:00,K.R. Circle,KRC201,365J,15,0,60,26,2,Low,Cloudy,0,1
2024-10-16,22:00,Maharani College,MHC101,365J,15,0,60,25,5,Low,Cloudy,0,1
2024-10-17,05:00,AMC College,AMC601,365J,16,0,60,27,4,Low,Clear,0,1
2024-10-17,05:00,Bannerghatta Circle,BGC501,365J,20,0,60,33,2,Low,Clear,0,1
2024-10-17,05:00,Gottigere,GOT401,365J,16,0,60,27,6,Low,Clear,0,1
2024-10-17,05:00,Kempegowda Bus Station (Majestic),KBS001,365J,21,0,60,36,7,Low,Clear,0,1
2024-10-17,05:00,Koli Farm Gate,KFG301,365J,15,0,60,25,2,Low,Clear,0,1
2024-10-17,05:00,K.R. Circle,KRC201,365J,19,0,60,32,8,Low,Clear,0,1
2024-10-17,05:00,Maharani College,MHC101,365J,21,0,60,34,4,Low,Clear,0,1
2024-10-17,06:00,AMC College,AMC601,365J,23,0,60,38,5,Medium,Clear,0,1
2024-10-17,06:00,Bannerghatta Circle,BGC501,365J,26,0,60,44,8,Medium,Clear,0,1
2024-10-17,06:00,Gottigere,GOT401,365J,18,0,60,31,8,Medium,Clear,0,1
2024-10-17,06:00,Kempegowda Bus Station (Majestic),KBS001,365J,33,0,60,55,6,Medium,Clear,0,1
2024-10-17,06:00,Koli Farm Gate,KFG301,365J,19,0,60,32,6,Medium,Clear,0,1
2024-10-17,06:00,K.R. Circle,KRC201,365J,30,0,60,51,4,Medium,Clear,0,1
2024-10-17,06:00,Maharani College,MHC101,365J,18,0,60,30,6,Medium,Clear,0,1
2024-10-17,07:00,AMC College,AMC601,365J,35,0,60,59,6,Medium,Clear,0,1
2024-10-17,07:00,Bannerghatta Circle,BGC501,365J,41,0,60,68,5,Medium,Clear,0,1
2024-10-17,07:00,Gottigere,GOT401,365J,31,0,60,52,8,Medium,Clear,0,1
2024-10-17,07:00,Kempegowda Bus Station (Majestic),KBS001,365J,40,0,60,67,8,Medium,Clear,0,1
2024-10-17,07:00,Koli Farm Gate,KFG301,365J,34,0,60,56,9,Medium,Clear,0,1
2024-10-17,07:00,K.R. Circle,KRC201,365J,39,0,60,64,5,Medium,Clear,0,1
2024-10-17,07:00,Maharani College,MHC101,365J,35,0,60,58,10,Medium,Clear,0,1
2024-10-17,08:00,AMC College,AMC601,365J,35,0,60,59,11,High,Clear,0,1
2024-10-17,08:00,Bannerghatta Circle,BGC501,365J,37,0,60,62,13,High,Clear,0,1
2024-10-17,08:00,Gottigere,GOT401,365J,33,0,60,55,12,High,Clear,0,1
2024-10-17,08:00,Kempegowda Bus Station (Majestic),KBS001,365J,51,0,60,43,12,High,Clear,0,2
2024-10-17,08:00,Koli Farm Gate,KFG301,365J,43,0,60,71,11,High,Clear,0,1
2024-10-17,08:00,K.R. Circle,KRC201,365J,56,0,60,47,14,High,Clear,0,2
2024-10-17,08:00,Maharani College,MHC101,365J,51,0,60,43,11,High,Clear,0,2
2024-10-17,09:00,AMC College,AMC601,365J,34,0,60,57,13,High,Clear,0,1
2024-10-17,09:00,Bannerghatta Circle,BGC501,365J,33,0,60,56,13,High,Clear,0,1
2024-10-17,09:00,Gottigere,GOT401,365J,30,0,60,51,5,High,Clear,0,1
2024-10-17,09:00,Kempegowda Bus Station (Majestic),KBS001,365J,48,0,60,40,11,High,Clear,0,2
2024-10-17,09:00,Koli Farm Gate,KFG301,365J,25,0,60,42,13,High,Clear,0,1
2024-10-17,09:00,K.R. Circle,KRC201,365J,53,0,60,44,11,High,Clear,0,2
2024-10-17,09:00,Maharani College,MHC101,365J,32,0,60,53,9,High,Clear,0,1
2024-10-17,10:00,AMC College,AMC601,365J,20,0,60,33,7,Medium,Clear,0,1
2024-10-17,10:00,Bannerghatta Circle,BGC501,365J,27,0,60,44,5,Medium,Clear,0,1
2024-10-17,10:00,Gottigere,GOT401,365J,22,0,60,36,7,Medium,Clear,0,1
2024-10-17,10:00,Kempegowda Bus Station (Majestic),KBS001,365J,30,0,60,51,5,Medium,Clear,0,1
2024-10-17,10:00,Koli Farm Gate,KFG301,365J,23,0,60,39,7,Medium,Clear,0,1
2024-10-17,10:00,K.R. Circle,KRC201,365J,32,0,60,53,10,Medium,Clear,0,1
2024-10-17,10:00,Maharani College,MHC101,365J,24,0,60,41,7,Medium,Clear,0,1
2024-10-17,11:00,AMC College,AMC601,365J,21,0,60,35,3,Low,Clear,0,1
2024-10-17,11:00,Bannerghatta Circle,BGC501,365J,17,0,60,28,2,Low,Clear,0,1
2024-10-17,11:00,Gottigere,GOT401,365J,14,0,60,24,4,Low,Clear,0,1
2024-10-17,11:00,Kempegowda Bus Station (Majestic),KBS001,365J,19,0,60,31,3,Low,Clear,0,1
2024-10-17,11:00,Koli Farm Gate,KFG301,365J,16,0,60,27,3,Low,Clear,0,1
2024-10-17,11:00,K.R. Circle,KRC201,365J,20,0,60,34,3,Low,Clear,0,1
2024-10-17,11:00,Maharani College,MHC101,365J,18,0,60,30,5,Low,Clear,0,1
2024-10-17,12:00,AMC College,AMC601,365J,14,0,60,23,2,Low,Clear,0,1
